42.70 17.4 7.70
43.27 17.0 7.72
43.84 16.5 7.75
44.41 16.1 7.78
44.99 15.7 7.81
45.56 15.2 7.84
46.15 14.8 7.87
46.73 14.3 7.90
47.32 13.8 7.92
47.91 13.3 7.95
48.51 12.8 7.98
49.11 12.3 8.01
49.71 11.8 8.04
50.31 11.3 8.07
50.93 10.7 8.10
51.54 10.2 8.13
52.16 9.6 8.16
52.79 9.1 8.19
53.42 8.5 8.22
54.06 7.9 8.25
54.69 7.3 8.28
55.34 6.7 8.31
55.99 6.1 8.34
56.65 5.5 8.37
57.31 4.9 8.40
57.98 4.2 8.43
58.66 3.6 8.46
59.33 3.0 8.49
60.02 2.3 8.52
60.72 1.6 8.55
61.42 1.0 8.59
62.13 0.3 8.62
62.86 -0.4 8.65
63.59 -1.1 8.68
64.33 -1.8 8.71
65.08 -2.5 8.74
65.84 -3.2 8.78
66.61 -3.9 8.81
67.39 -4.6 8.84
68.19 -5.3 8.87
68.99 -6.1 8.90
69.82 -6.8 8.94
70.65 -7.5 8.97
71.51 -8.3 9.00
72.38 -9.0 9.03
73.27 -9.8 9.07
74.17 -10.5 9.10
75.10 -11.3 9.13
76.04 -12.0 9.17
77.02 -12.8 9.20
78.01 -13.5 9.23
79.04 -14.3 9.27
80.09 -15.1 9.30
81.17 -15.8 9.34
82.29 -16.6 9.37
83.44 -17.3 9.40
84.63 -18.0 9.44
85.86 -18.8 9.47
87.15 -19.5 9.51
88.48 -20.2 9.54
89.86 -20.9 9.58
91.55 -21.6 9.61
93.07 -22.3 9.65
94.66 -22.9 9.68
96.32 -23.5 9.72
98.08 -24.1 9.75
99.93 -24.7 9.79
101.88 -25.2 9.82
103.97 -25.6 9.86
106.18 -26.0 9.90
108.52 -26.3 9.93
111.05 -26.6 9.97
113.73 -26.7 10.00
116.62 -26.6 10.04
119.70 -26.4 10.08
123.03 -26.1 10.11
126.59 -25.5 10.15
130.42 -24.7 10.19
134.50 -23.6 10.23
138.88 -22.2 10.26
143.48 -20.5 10.30
148.38 -18.4 10.34
153.45 -16.0 10.38
158.70 -13.2 10.41
164.07 -10.1 10.45
169.48 -6.9 10.49
174.86 -3.4 10.53
-180.11 0.1 10.57
-174.98 3.5 10.61
-170.05 6.9 10.64
-165.34 10.3 10.68
-160.93 13.5 10.72
-156.76 16.6 10.76
-152.85 19.5 10.80
-149.22 22.1 10.84
-145.82 24.6 10.88
-142.65 27.0 10.92
-139.72 29.2 10.96
-136.97 31.2 11.00
-134.39 33.1 11.04
-131.98 34.9 11.08
-129.73 36.6 11.12
-127.59 38.1 11.16
-125.58 39.6 11.20
-123.69 41.1 11.24
-121.88 42.4 11.28
-120.17 43.7 11.32
-118.54 44.9 11.36
-116.99 46.1 11.41
-115.48 47.2 11.45
-114.06 48.3 11.49
-112.68 49.3 11.53
-111.35 50.3 11.57
-110.08 51.3 11.62
-108.83 52.2 11.66
-107.64 53.2 11.70
-106.47 54.0 11.74
-105.35 54.9 11.79
-104.24 55.7 11.83
-103.18 56.5 11.87
-102.13 57.3 11.92
-101.11 58.1 11.96
-100.10 58.8 12.00
-99.13 59.5 12.05
-98.17 60.3 12.09
-97.23 60.9 12.13
-96.31 61.6 12.18
-95.39 62.3 12.22
-94.50 62.9 12.27
-93.62 63.5 12.31
-92.75 64.1 12.36
-91.89 64.7 12.40
-91.04 65.3 12.45
-90.21 65.8 12.49
-89.39 66.3 12.54
-88.57 66.9 12.58
-87.77 67.4 12.63
-86.97 67.9 12.68
-86.18 68.3 12.72
-85.39 68.8 12.77
-84.62 69.2 12.82
-83.85 69.7 12.86
-83.08 70.1 12.91
-82.33 70.5 12.96
-81.58 70.9 13.00
-80.83 71.2 13.05
-80.08 71.6 13.10
-79.35 71.9 13.15
-78.61 72.2 13.20
-77.89 72.6 13.24
-77.16 72.8 13.29
-76.44 73.1 13.34
-75.72 73.4 13.39
-75.01 73.6 13.44
-74.30 73.9 13.49
-73.59 74.1 13.54
-72.89 74.3 13.59
-72.19 74.5 13.64
-71.48 74.6 13.68
-70.79 74.8 13.74
-70.10 75.0 13.79
-69.40 75.1 13.84
-68.71 75.2 13.89
-68.03 75.3 13.94
-67.34 75.4 13.99
-66.65 75.4 14.04
-65.97 75.5 14.09
-65.29 75.5 14.14
-64.61 75.5 14.19
-63.93 75.5 14.24
-63.26 75.5 14.30
-62.58 75.5 14.35
-61.91 75.4 14.40
-61.23 75.3 14.45
-60.56 75.3 14.51
-59.89 75.2 14.56
-59.22 75.0 14.61
-58.55 74.9 14.67
-57.88 74.8 14.72
-57.21 74.6 14.77
-56.55 74.4 14.83
-55.88 74.2 14.88
-55.21 74.0 14.93
-54.55 73.8 14.99
-53.88 73.5 15.04
-53.22 73.3 15.10
-52.56 73.0 15.15
-51.89 72.7 15.21
-51.23 72.3 15.26
-50.57 72.0 15.32
-49.90 71.7 15.38
-49.24 71.3 15.43
-48.58 70.9 15.49
-47.91 70.5 15.55
-47.25 70.1 15.60
-46.59 69.7 15.66
-45.93 69.2 15.72
-45.27 68.7 15.77
-44.61 68.2 15.83
-43.94 67.7 15.89
-43.28 67.2 15.95
-42.62 66.7 16.01
-41.96 66.1 16.07
-41.30 65.5 16.12
-40.63 65.0 16.18
-39.97 64.4 16.24
-39.31 63.7 16.30
-38.64 63.1 16.36
-37.98 62.4 16.42
-37.31 61.7 16.48
-36.65 61.0 16.54
-35.98 60.3 16.60
-35.32 59.6 16.66
