-59.51 -21.9 7.70
-63.41 -20.4 7.79
-66.57 -18.5 7.88
-69.12 -16.6 7.96
-71.12 -14.6 8.04
-72.68 -12.6 8.12
-73.87 -10.8 8.20
-74.72 -9.0 8.27
-75.33 -7.3 8.33
-75.73 -5.7 8.40
-75.94 -4.3 8.46
-76.00 -2.9 8.51
-75.92 -1.6 8.56
-75.75 -0.5 8.61
-75.48 0.6 8.66
-75.13 1.6 8.70
-74.72 2.5 8.74
-74.24 3.3 8.77
-73.72 4.0 8.80
-73.15 4.7 8.83
-72.56 5.3 8.86
-71.94 5.8 8.89
-71.31 6.4 8.91
-70.66 6.9 8.94
-70.01 7.4 8.96
-69.36 7.9 8.99
-68.72 8.5 9.02
-68.08 9.1 9.05
-67.44 9.7 9.08
-66.83 10.3 9.12
-66.22 11.1 9.15
-65.63 11.9 9.20
-65.05 12.7 9.24
-64.48 13.6 9.29
-63.91 14.6 9.35
-63.34 15.5 9.40
-62.76 16.5 9.46
-62.19 17.5 9.52
-61.60 18.5 9.58
-61.01 19.4 9.64
-60.42 20.4 9.70
-59.81 21.3 9.77
-59.19 22.2 9.83
-58.57 23.0 9.89
-57.92 23.8 9.95
-57.28 24.6 10.01
-56.62 25.3 10.07
-55.95 26.0 10.13
-55.28 26.7 10.19
-54.59 27.3 10.25
-53.90 27.9 10.31
-53.21 28.5 10.37
-52.51 29.1 10.43
-51.81 29.6 10.49
-51.10 30.1 10.55
-50.39 30.5 10.61
-49.68 31.0 10.68
-48.96 31.4 10.74
-48.23 31.8 10.80
-47.51 32.2 10.87
-46.78 32.5 10.93
-46.05 32.9 10.99
-45.31 33.2 11.06
-44.57 33.4 11.13
-43.82 33.7 11.19
-43.08 33.9 11.26
-42.32 34.0 11.33
-41.57 34.2 11.39
-40.81 34.3 11.46
-40.05 34.4 11.53
-39.28 34.4 11.60
-38.51 34.4 11.67
-37.74 34.4 11.73
-36.96 34.4 11.80
-36.19 34.3 11.87
-35.40 34.2 11.94
-34.62 34.0 12.02
-33.83 33.9 12.09
-33.03 33.6 12.16
-32.24 33.4 12.23
-31.44 33.1 12.30
-30.64 32.8 12.37
-29.83 32.5 12.45
-29.02 32.1 12.52
-28.21 31.7 12.59
-27.40 31.2 12.67
-26.58 30.7 12.74
-25.76 30.2 12.82
-24.93 29.7 12.89
-24.11 29.1 12.97
-23.28 28.5 13.05
-22.44 27.8 13.13
-21.61 27.2 13.20
-20.77 26.5 13.28
-19.93 25.7 13.36
-19.08 24.9 13.44
-18.23 24.1 13.52
-17.38 23.3 13.60
-16.52 22.4 13.68
-15.67 21.5 13.76
-14.80 20.5 13.85
-13.94 19.5 13.93
-13.07 18.5 14.01
-12.20 17.5 14.09
-11.32 16.4 14.17
-10.44 15.3 14.26
